,vignette_name,generation_number,generation_time,response,reflection_score,id
1303,medication,0,11349,start go fund me,77,65
1304,medication,1,4051,ask parents,50,65
1305,medication,2,5041,ask family or friends,79,65
1306,medication,3,4859,prolific studies,58,65
1307,medication,4,4695,sell items around house,94,65
1308,medication,5,3491,sell clothes,74,65
1309,summer,0,4255,take the dog home,79,65
1310,summer,1,5867,make a post on social media,100,65
1311,summer,2,3821,take to humane society,81,65
1312,summer,3,1976,take to vet,81,65
1313,summer,4,13958,call friends and family to see if they know what to do,81,65
1314,summer,5,4317,leave the dog,0,65
1315,class,0,5205,explain to the teacher what happened,100,65
1316,class,1,4617,go home and get homework,77,65
1317,class,2,5655,say nothing to the teacher ,0,65
1318,class,4,9737,try to do the homework assignment over,78,65
1319,class,5,10832,ask a classmate if they can help you,87,65
1320,concert,0,4206,go with him to get it,78,65
1321,concert,2,9849,make ted go home to get the ticker himself,73,65
1322,concert,3,9713,try to explain the situation to the ticket holders,81,65
1323,concert,4,6025,leave immediately to go get ticket,73,65
1324,concert,5,5819,not go to concert,0,65
1325,arizona,0,6339,see if theres any running water nearby,79,65
1326,arizona,1,6873,move around to get cell service,100,65
1327,arizona,2,5725,try to call from her phone,100,65
1328,arizona,3,13687,see if you can see any nearby help,100,65
1329,arizona,4,4773,search for nearby hikers,100,65
1330,arizona,5,3524,leave her,0,65
1331,store,0,10540,see if anyone else knows how to get ahold of them,100,65
1332,store,1,5702,leave when  you have to,49,65
1333,store,2,7149,stay and miss your appointment,12,65
1334,store,3,4105,keep calling boss,100,65
1335,store,4,13552,see if someone else can take your boss shift,100,65
1336,store,5,6360,see if someone else can cover for you,100,65
1337,gas,0,3226,say no,0,65
1338,gas,1,1611,say yes,100,65
1339,gas,2,6669,give money for taxi,100,65
1340,gas,3,4153,order an uber for them,100,65
1341,gas,4,13121,give the cash for ride,100,65
1342,gas,5,6473,take them,96,65
1343,mother,0,4671,go fund me,90,65
1344,mother,1,3917,ask family and friends,100,65
1345,mother,2,6071,see if extended family can take them,49,65
1346,mother,3,8817,see what the possibility is to get a bigger place,65,65
1347,mother,4,7471,research retirement homes more in depth,67,65
1348,mother,5,7313,see how much money dad has in savings,85,65
1349,ring,0,2735,panic,17,65
1350,ring,1,7205,call taxi driver,85,65
1351,ring,2,3295,call taxi company,92,65
1352,ring,3,6426,tell your sister what happened,15,65
1353,ring,5,8358,tell parents to help you,100,65
1354,bakery,1,3547,do the overtime,50,65
1355,bakery,2,3829,talk to employees,100,65
1356,bakery,3,4647,look at store cameras,77,65
1357,bakery,4,6237,refuse to do overtime,13,65
1358,bakery,5,5395,recount the drawers,100,65
1359,gas,0,14196,Tell her you are unable to drive her.,42,161
1360,gas,1,12113,Let her know that you have an appointment to go to.,39,161
1361,gas,2,10256,Agree to drive her to her house.,85,161
1362,gas,3,23357,"Ask her if you could take her halfway, and then drop her off when you get to where you are going.",55,161
1363,gas,4,11253,Let her know you dont feel comfortable driving a stranger.,62,161
1364,gas,5,10866,Agree to take her if she has gas money ,57,161
1365,class,0,7109,Quickly redo the assignment,77,161
1366,class,1,9581,Ask you money to go home and get the assingment for you,68,161
1367,class,2,5817,Tell your teacher what happened,63,161
1368,class,4,9583,Skip class because you are embarrassed,32,161
1369,mother,0,10017,Squeeze him into your apartment anyway,73,161
1370,mother,1,9050,Move to a slightly bigger apartment,71,161
1371,mother,2,4108,Move into your parents home ,78,161
1372,mother,3,13309,Take out a loan so he can go to a retirement home,34,161
1373,mother,4,20551,Leave him to take care of himself,14,161
1374,mother,5,13611,Make him pay for his own retirement home,10,161
1375,summer,0,13892,Try to get the care open to get him out,76,161
1376,summer,1,5113,Call the police so they can open the car,79,161
1377,summer,2,7779,Ignore the situation,3,161
1378,summer,3,24155,Try to find the owner of the car,61,161
1379,summer,4,13247,Ask someone to help you break into the car,56,161
1380,summer,5,14303,Break a window,55,161
1381,medication,0,4941,Try to switch to a better insurance,67,161
1382,medication,1,5636,Take on a second job to pay for the meds,70,161
1383,medication,2,12165,Start some kind of campaign where people can donate to the situation,58,161
1384,medication,3,15944,Look for a generic form of the medication that would cost less,59,161
1385,medication,4,36038,Let them go without the medication,19,161
1386,medication,5,21364,Make them for their own medication,34,161
1387,arizona,0,7947,Leave and go find help ,57,161
1388,arizona,1,8564,Continue to help her get unstuck,57,161
1389,arizona,2,23618,Get something to shade her and then go get help ,74,161
1390,arizona,3,8702,Wait for nightfall and then go get help ,68,161
1391,arizona,4,3307,Leave her behind,10,161
1392,arizona,5,16550,Break her arm to get it unstuck,31,161
1393,store,0,10210,Close the store and make your appointment,69,161
1394,store,1,5586,Try to get someone else to replace your shift,61,161
1395,store,2,7951,Try to reschedule your court appointment,60,161
1396,store,3,7503,Leave the store and go to your appointment anyway,56,161
1397,store,4,13052,Skip your appointment to work,28,161
1398,store,5,11205,Keep calling your boss,55,161
1399,bakery,0,17799,Pay for it out of your wages,64,161
1400,bakery,1,111914,Just leave and do what you need to do,29,161
1401,bakery,2,8188,Forget about it and go get someone else,29,161
1402,bakery,3,8231,Keep doing what you are doing,60,161
1403,bakery,4,15586,Continue on your current trajectory,61,161
1404,bakery,5,4294,Leave it be,60,161
1405,concert,0,14577,Drop everyone else off and take him back to his house,72,161
1406,concert,1,6485,Let him drive your car back to his house to get the ticket,70,161
1407,concert,2,6316,Just let him skip the concert,28,161
1408,concert,3,7148,Try to get the venue to reprint his ticket,61,161
1409,concert,4,11637,Make everyone drive back to the house,39,161
1410,concert,5,6057,Have him take a taxi back to his house,41,161
1411,ring,0,9609,Step out to call the taxi company,70,161
1412,ring,1,7656,Just tell her what happened,62,161
1413,ring,2,8258,Pretend like you dont know what happened,30,161
1414,ring,3,15125,Wait until after the ceremony and then call the taxi,57,161
1415,ring,4,11706,Run away,7,161
1416,ring,5,8714,Pretend like you never had the ring,11,161
1417,store,0,24287,I could call another employee to come to work.,100,45
1418,store,1,14054,I would keep trying to contact my boss.,100,45
1419,store,2,12366,I could close the store.,5,45
1420,store,3,26456,I could see if my appointment could be rescheduled.,61,45
1421,store,4,102198,I could find another person familiar with the store to take my place for a short while.,78,45
1422,store,5,27415,I would just leave.,0,45
1423,arizona,0,8827,I could go back for help.,92,45
1424,arizona,1,14519,I could try to find a place with cell service.,100,45
1425,arizona,2,10954,I could send up some sort of distress signal.,100,45
1426,arizona,4,14703,I could sit down and cry.,0,45
1427,arizona,5,22313,I could keep calm and try to think clearly. ,100,45
1428,bakery,0,10698,I could recount the money.,100,45
1429,bakery,1,13608,I could tell the manager that only I am responsible.,83,45
1430,bakery,2,13018,I could put the money back if I had that much.,15,45
1431,bakery,3,13983,I could try to track the transactions and find the problem.,100,45
1432,bakery,4,19599,I could check the register record to see if something was entered at the wrong price.,100,45
1433,bakery,5,18327,I could ask the other employees if they had any problems with the register.,100,45
1434,mother,0,9346,I could move in with my dad.,95,45
1435,mother,1,32336,I could stay with my dad for a while until he was better able to stay alone.,94,45
1436,mother,2,14351,I could alternate staying with other caregivers.,100,45
1437,mother,3,17855,I could find someone to live in with my dad.,100,45
1438,mother,4,28538,I could look for a place for my dad to stay that he would like.,95,45
1439,mother,5,14279,I could ignore the problem.,0,45
1440,concert,0,9979,I could go in and leave him outside.,0,45
1441,concert,1,8480,I could go back for the ticket with him.,75,45
1442,concert,2,13769,We could skip the concert and go do something else instead.,95,45
1443,concert,3,15082,We could try to sneak Ted into the concert.,0,45
1444,concert,4,24695,We could possibly buy another ticket right there.,70,45
1445,concert,5,36417,I could give him my ticket and skip the concert.,85,45
1446,summer,1,13369,I could find a security guard and get help.,98,45
1447,summer,2,11456,I could go back inside and get help.,100,45
1448,summer,3,11233,I could go back inside and have the person paged.,85,45
1449,summer,4,7922,I could call the police.,94,45
1450,summer,5,14205,I could call the animal shelter.,69,45
1451,class,0,13199,I could ask to turn the homework in the next day.,100,45
1452,class,1,9743,I could call my mom to bring my homework to me.,98,45
1453,class,2,14888,I could call someone else at home to bring my homework to me.,95,45
1454,class,3,17761,I could skip the class and not go til the next day.,0,45
1455,class,4,17175,I could say nothing and just not turn in anything.,0,45
1456,class,5,19785,I could go home for the homework myself.,24,45
1457,gas,0,10066,I could just tell her no.,50,45
1458,gas,1,13296,I could ask if there is anyone else who could take her.,83,45
1459,gas,2,12218,I could call the police to help her.,91,45
1460,gas,3,8192,I could ignore her.,0,45
1461,gas,4,14857,I could take her where she wants to go.,81,45
1462,gas,5,12994,I could take her as far as I am going.,93,45
1463,ring,0,16187,I could tell my sister immediately what happened.,100,45
1464,ring,1,10704,I could call the taxi company about the ring.,100,45
1465,ring,2,15522,I could call the police to help with getting the taxi.,92,45
1466,ring,3,27720,I could just leave without telling anyone.,0,45
1467,ring,4,13705,I could tell someone else who might help.,88,45
1468,ring,5,19286,I could get through the ceremony and then try to get the ring back.,98,45
1469,medication,0,9948,I could see if I could borrow money.,96,45
1470,medication,1,9688,I would try to charge the medication.,98,45
1471,medication,2,20719,I would see if anyone offers financial assistance for meds.,100,45
1472,medication,3,21446,I could ask the doctor if there is any assistance available.,100,45
1473,medication,4,17027,I would ask the drug company for free samples or charity assistance.,100,45
1474,medication,5,24894,I could try to borrow from people I know.,81,45
1475,gas,2,38631,I could help her find a taxi or offer to pay her for a ride-sharing service instead of driving her myself.,83,52
1476,gas,3,46696,I could ask someone else on her behalf or point her to public transportation options.,31,52
1477,gas,4,37181,"I could bring her to where I would end up and go no further, instead of going the extra 10 minutes.",62,52
1478,gas,5,105896,I could flag down a cab for her myself and make sure she had the fare for it.,83,52
1479,mother,0,8951,I could offer to let my father stay with me.,100,52
1480,mother,1,17286,I could arrange for my siblings to take care of him.,79,52
1481,mother,2,36167,I could organize something where I and others check in on him.,52,52
1482,mother,3,18580,I could get a caretaker for some of the more important tasks.,67,52
1483,mother,4,15548,I could let my siblings deal with the issue.,0,52
1484,mother,5,30005,I could apply for government subsidized housing on his behalf and check in on him.,21,52
1485,medication,0,17744,I could take a loan to pay for his medication.,90,52
1486,medication,1,21207,I could ask friends and family for donations to help with his medication.,65,52
1487,medication,2,12456,I could organize a GoFundMe to help pay for his medication.,60,52
1488,medication,3,25893,I could cut all non-essential expenditures and take on a part-time job to help pay for his medication.,95,52
1489,medication,4,31071,I could let him try and shoulder most of the responsibility and cap my involvement in paying for his meds.,1,52
1490,medication,5,47518,I could let his own family know that he is in financial hardship so they would step in.,14,52
1491,bakery,0,13254,I could just pay the extra money to avoid a conflict.,90,52
1492,bakery,1,25440,I could just ignore the problem and let the other manager deal with the situation.,16,52
1493,bakery,2,28756,I could try and deduce who is responsible for the theft and determine the nature of the infarction.,46,52
1494,bakery,3,52481,I could ask for the employees to contribute to the missing funds.,22,52
1495,bakery,4,22707,I could re-balance the funds using the tip jar and with my money if necessary.,41,52
1496,bakery,5,25674,I could punish all the employees equally until one came forward.,0,52
1497,store,0,10938,I could close the store so I could go to my court date.,100,52
1498,store,1,7436,I could miss the court date entirely.,0,52
1499,store,2,18980,I could ask one of my friends to take over for me until 8:30 or when the boss shows up.,74,52
1500,store,3,48037,I could call in an employee to take the shift starting at 7:45 instead.,66,52
1501,store,4,57088,I could call the clerk at the courtroom and try to reschedule.,81,52
1502,store,5,34309,I could offer some money to someone nearby to staff the register until my boss came over.,10,52
1503,arizona,0,20320,I could get out of the sun and relax with some water.,0,52
1504,arizona,1,14973,I could run to the nearest region with service and call 911.,100,52
1505,arizona,2,16613,I could get some water and food for my friend first.,99,52
1506,arizona,3,16339,"I could go back to the beginning of the hike, which may take a long time.",26,52
1507,arizona,4,87850,I could run to the nearest known rest stop and try to find another person.,78,52
1508,arizona,5,24500,"I could redouble my efforts to improvise a way for her to get her un-stuck, with simple machines.",64,52
1509,summer,0,20694,I could call the police non-emergency number and report the situation.,88,52
1510,summer,1,23733,I could bring a security guard or perhaps some well-meaning strangers to help me with the situation.,97,52
1511,summer,2,19023,I could break the window myself and pour some water for the dog to relax in shade.,67,52
1512,summer,3,24343,I could go about my business ignoring the dog.,0,52
1513,summer,5,18929,I could call a tow truck company and try to get the vehicle impounded.,10,52
1514,ring,0,27184,I could leave the ceremony and immediately try to find the ring.,75,52
1515,ring,1,16328,I could ignore the pressing events and just wait for them to discover the lost ring.,0,52
1516,ring,2,26620,"I could inform some close visitors that there has been an issue, and trust them to help.",77,52
1517,ring,3,24860,I could stop the entire ceremony by telling everyone about the lost ring.,18,52
1518,ring,5,47089,I could slip away to get something that I could borrow as the ring.,0,52
1519,concert,0,12261,I could just buy another ticket to help him get in.,100,52
1520,concert,1,10432,I could just leave him there while we go enjoy the concert.,23,52
1521,concert,2,15618,We could decide on some other activity we enjoy instead of going to the concert.,92,52
1522,concert,4,14584,I could give him my ticket and go somewhere else instead.,100,52
1523,concert,5,41270,We could get into an argument and go our separate ways because of the inconvenience.,0,52
1524,class,0,13288,I could explain the situation to my teacher and accept a reduced grade.,91,52
1525,class,1,12912,I could call my mom in class and ask her to come directly to turn it in.,84,52
1526,class,2,23198,I could ignore the situation and turn it in late without explanation.,9,52
1527,class,3,22841,I could try and replicate the homework assignment in a very rushed state by the end of the day.,31,52
1528,class,4,31825,I could ask the teacher if there was a way for me to arrange the homework to be turned in.,67,52
1529,class,5,27096,I could try to turn it in surreptitiously later if I knew where the papers were kept.,15,52
1530,medication,0,9092,ask my parents for help,92,26
1531,medication,1,16282,get a second opinion,78,26
1532,medication,2,7081,talk with friends,96,26
1533,medication,3,9244,try to earn the money,70,26
1534,medication,4,6081,seek help,83,26
1535,medication,5,12140,sell something,50,26
1536,bakery,0,6438,look for the money,85,26
1537,bakery,1,5663,pay it myself,98,26
1538,bakery,2,37787,have them work overtime,25,26
1539,bakery,3,9419,ignore it,0,26
1540,bakery,4,12771,lie about it,0,26
1541,bakery,5,14095,recount the money,63,26
1542,class,0,5756,do it during class,64,26
1543,class,1,7354,tell the teacher what happened,100,26
1544,class,2,2203,call your mom,61,26
1545,class,3,7470,do nothing,9,26
1546,class,4,6964,lie to teacher,5,26
1547,class,5,7761,take someone elses and turn it in,0,26
1548,ring,0,2956,call the taxi,100,26
1549,ring,1,6112,tell your sister the truth,100,26
1550,ring,2,7229,blame it on someone else,0,26
1551,ring,3,3789,find another ring,61,26
1552,ring,4,8605,lie about it,10,26
1553,ring,5,10989,tell your sister the truth,100,26
1554,concert,0,6062,try and buy another ticket,81,26
1555,concert,1,3042,give him yours,21,26
1556,concert,2,7313,sell ur ticket and both miss it,78,26
1557,concert,3,4148,go back to the house,32,26
1558,concert,4,18936,talk to somone at the concert to see if anything can be done,99,26
1559,concert,5,5004,leave him ,8,26
1560,gas,0,3936,get her an uber,71,26
1561,gas,1,2547,give her a ride,100,26
1562,gas,2,2026,tell her no,78,26
1563,gas,4,10512,try to find someone else to take her,62,26
1564,gas,5,17419,take her halfway,19,26
1565,store,0,2846,miss court,12,26
1566,store,1,4678,lock up  the shop,100,26
1567,store,2,10006,leave without notice,7,26
1568,store,3,4465,call another employee,88,26
1569,store,4,16407,call a friend to help,59,26
1570,store,5,4390,do nothing,5,26
1571,mother,0,3187,talk  to family,100,26
1572,mother,1,4005,take him in,63,26
1573,mother,2,6109,let someone else deal with it,2,26
1574,mother,3,4578,ask friends for help,85,26
1575,mother,4,7244,talk with public assistance,100,26
1576,mother,5,2563,do nothing,0,26
1577,arizona,0,4409,find help,100,26
1578,arizona,1,4475,leave her ,0,26
1579,arizona,2,10480,find cell service somewhere and call for help,80,26
1580,arizona,3,2949,cut off her arm,7,26
1581,arizona,4,9039,stay with her till somone comes,16,26
1582,arizona,5,8647,keep trying to get her arm out,13,26
1583,summer,0,4855,break the window,100,26
1584,summer,1,1609,do nothing,2,26
1585,summer,2,3006,find the owner,76,26
1586,summer,3,2003,call police,100,26
1587,summer,4,11420,call animal control,100,26
1588,summer,5,3487,do nothing,0,26
1589,ring,0,8824,Call the taxi company,100,163
1590,ring,1,19086,Tell the bride and groom,14,163
1591,ring,2,12423,Use another ring for the meantime,74,163
1592,ring,3,12368,Ask someone to try help locate cab,100,163
1593,ring,4,11897,Call cab driver if company will give you number,100,163
1594,ring,5,10269,Offer reward for return of ring,94,163
1595,mother,0,8539,Look into nursing care at dad;s home,99,163
1596,mother,1,9685,Consider moving in with dad,58,163
1597,mother,2,16293,Consider moving to bigger place so dad can live with me,64,163
1598,mother,3,9045,See if another relative can take him in,43,163
1599,mother,4,21469,Sell their house to pay for retirement home cost,80,163
1600,mother,5,612622,get another job to help pay for retirement home,72,163
1601,arizona,0,12576,leave her to go get help,76,163
1602,arizona,1,12877,keep trying the phone to call 911,100,163
1603,arizona,2,16069,look for any tool to help get her arm out,96,163
1604,arizona,3,10109,watch for any one else in the area who can help or get help,94,163
1605,arizona,4,8133,cut her arm off,0,163
1606,arizona,5,38093,be conservative with the water but try not to dehydrate,100,163
1607,store,0,18501,call your boss to see where they are and when they are getting there,100,163
1608,store,1,13749,Call a coworker to come in to cover,96,163
1609,store,2,7174,close the store and be on time for your appt,77,163
1610,store,3,22053,call and try to reschedule my appt,100,163
1611,store,4,41237,wait and hope that your boss make it in in time,36,163
1612,store,5,11988,go to appt and leave the store open,0,163
1613,class,0,12765,call your mom to bring you the assignment,96,163
1614,class,1,15773,"if she cant bring it, have her get you out of school early for the day",23,163
1615,class,2,12709,tell you teacher what happened ,100,163
1616,class,3,14822,offer to call your mom with teacher so she can say what happened,100,163
1617,class,4,11405,try to redo the assignment before class,76,163
1618,class,5,14133,ask teacher if you can turn in assignment late,100,163
1619,bakery,0,14497,Take the money from the tip jar to make up difference,98,163
1620,bakery,1,8765,put my own money in to make up difference,38,163
1621,bakery,2,15245,let the manager make people work overtime to teach them to be more careful,90,163
1622,bakery,3,34670,retrain employees on cash register ,100,163
1623,bakery,4,33909,try to figure out whose fault it is and make them pay,67,163
1624,bakery,5,21149,ask the other manager to split the cost and makeup difference,31,163
1625,gas,0,9241,Apologize but say you are unable,98,163
1626,gas,1,3541,offer her bus money,84,163
1627,gas,2,7838,take her where she needs to go,42,163
1628,gas,3,21326,offer to take her as far as your home but not the extra distance,72,163
1629,gas,4,8037,Ignore her,11,163
1630,gas,5,15549,Offer to call her an Uber,38,163
1631,summer,0,8405,Break the window,93,163
1632,summer,1,7789,call 911,100,163
1633,summer,2,16477,Ask mall to make an announcement about the care and dog,100,163
1634,summer,3,12125,"Break the window, give him air and water ",94,163
1635,summer,4,11621,"Break the window, give him air and water and take him home",87,163
1636,summer,5,3725,do nothing,0,163
1637,medication,0,11799,See if drug company has an assistance program,100,163
1638,medication,1,18333,see about getting a loan from family or friends,94,163
1639,medication,3,28542,Ask doctor if there is another med that is covered by insurance,100,163
1640,medication,4,10956,Tell husband too bad so sad,0,163
1641,medication,5,12965,Sell something to make money for drug,98,163
1642,concert,0,20053,Tell him to buy another ticket at the venue,96,163
1643,concert,1,14357,tell him to go get ticket and that you will see him inside,79,163
1644,concert,2,17061,Offer to go with him to get his ticket and be late too,25,163
1645,concert,3,12893,Offer to buy him another ticket,44,163
1646,concert,4,22981,Decide not to go to the concert and go somewhere else,10,163
1647,concert,5,14821,wish him good luck and that you will see him inside,44,163
1648,summer,0,13889,look around for the owner,100,100
1649,summer,1,5618,call the police,24,100
1650,summer,2,7571,call animal control,35,100
1651,summer,3,6247,break the window,41,100
1652,summer,4,14604,wait to see if the owner comes out,49,100
1653,summer,5,6361,alert mall security,98,100
1654,medication,0,10103,ask the pharmacy for loosies,24,100
1655,medication,1,12524,ask the pharmacy for generics,80,100
1656,medication,2,8102,ask to set up a payment plan,69,100
1657,medication,3,7770,do side work to get the money,98,100
1658,medication,4,12339,search online for pharmacy discounts,65,100
1659,medication,5,11045,change insurance provider,31,100
1660,mother,0,8629,hire a home nurse,79,100
1661,mother,1,17090,buy a pull out couch,63,100
1662,mother,2,24390,ask another family member for help,95,100
1663,mother,3,20124,offer an exchange of services with a friend or neighbor to care for him,38,100
1664,mother,4,11631,find government assistance options,48,100
1665,mother,5,59704,install cameras to watch him in the home,15,100
1666,store,0,5338,call a coworker to help,93,100
1667,store,1,8275,shut down the store and leave,72,100
1668,store,2,13230,call the court to postpone my appointment,46,100
1669,store,4,23740,miss my appointment,0,100
1670,store,5,10935,ask a customer to watch the store,0,100
1671,arizona,0,5272,leave to find water,79,100
1672,arizona,1,13715,head back to the town/city for help,77,100
1673,arizona,2,5703,yell out for someone,59,100
1674,arizona,3,15689,keep trying to get my friend out,42,100
1675,arizona,4,8095,search in the woods for a tool,48,100
1676,arizona,5,10888,rest until help comes along,44,100
1677,concert,0,6534,buy a ticket from scalpers,9,100
1678,concert,1,14040,look up the purchase information on his phone to show the attendant,95,100
1679,concert,2,6302,drive back and miss the concert,1,100
1680,concert,3,5107,try to sneak him in,0,100
1681,concert,4,9790,listen to the concert from outside the venue,0,100
1682,concert,5,19428,have a nearby friend pick up the ticket to bring to us,100,100
1683,ring,0,7629,pause the ceremony,31,100
1684,ring,2,15768,pretend I give them the ring and make a face to avoid interruption,46,100
1685,ring,3,7061,ask someone for a temporary ring,28,100
1686,ring,4,7764,use my own ring,83,100
1687,ring,5,24996,pretend I dont know what happened,0,100
1688,gas,0,15977,say no,58,100
1689,gas,1,2617,ignore her,77,100
1690,gas,2,5807,ask her for gas money to do it ,55,100
1691,gas,3,10520,tell her where she can catch the bus ,89,100
1692,gas,4,10585,give her a ride for free,12,100
1693,gas,5,15962,pretend im going a different direction and cant take her,65,100
1694,class,0,5672,ask to call my mom to bring it,95,100
1695,class,1,11433,ask for a new copy to finish the assignment before school is over,91,100
1696,class,2,14661,ask if I can bring it quickly after school is out,90,100
1697,class,3,7428,do nothing and get a zero,3,100
1698,class,4,57031,cry and plead to the teacher,0,100
1699,class,5,6805,pretend im sick to go home,0,100
1700,bakery,0,5065,recount the money,98,100
1701,bakery,1,6968,put in my own 50 dollars,5,100
1702,bakery,2,2535,leave it as is ,20,100
1703,bakery,3,7608,ask a coworker for help,56,100
1704,bakery,4,8143,call my manager to explain,74,100
1705,bakery,5,7469,lie about the balance,0,100
1706,medication,0,11107,Ask friends for money,77,37
1707,medication,1,8790,Find a part time job,100,37
1708,medication,2,5768,take out a loan,42,37
1709,medication,4,15560,sell a car,39,37
1710,mother,0,6830,ask my brother to take him in,100,37
1711,mother,1,6399,ask my sister to take him in,100,37
1712,mother,2,4864,find a larger apartment,100,37
1713,mother,3,13488,look for help for the elderly,100,37
1714,mother,4,8074,apply for government help,74,37
1715,mother,5,18484,hire someone to take care of him at his home,59,37
1716,class,0,400805,explain to the teacher what happened,100,37
1717,class,1,9448,ask my mom  to bring the assignment,69,37
1718,class,2,25801,pretend to be sick and miss class,31,37
1719,class,3,19242,ask a friend if I could copy their assignment,9,37
1720,class,4,6408,nothing else,0,37
1721,class,5,3245,nothing,0,37
1722,gas,0,7338,give her the ride,83,37
1723,gas,2,12080,give her money for cab fare,66,37
1724,gas,3,4573,help her get an uber,55,37
1725,gas,4,14190,tell her where to find public transit,48,37
1726,gas,5,5816,nothing else,0,37
1727,concert,0,14444,go into the concert without him,43,37
1728,concert,1,7548,get him an uber to drive him back home,61,37
1729,concert,2,10013,give him cab fare to get him back home,55,37
1730,concert,3,8645,help him buy a ticket at the door if available,78,37
1731,concert,4,13694,nothing else,0,37
1732,concert,5,2522,nothing,0,37
1733,store,0,10926,call another employee to cover your shift,100,37
1734,store,1,5083,lock the door and close the store,35,37
1735,store,2,9954,leave a message for your boss explaining the situation,89,37
1736,store,3,14671,call to see if the appointment can be postponed,57,37
1737,store,4,23781,nothing,0,37
1738,store,5,3515,nothing else,0,37
1739,summer,0,5030,call the police,87,37
1740,summer,1,9913,contact mall security to have the owner paged,94,37
1741,summer,2,4241,break the window,30,37
1742,summer,3,12745,get the dog out and give him water,100,37
1743,summer,4,16535,nothing else,0,37
1744,summer,5,2401,nothing,0,37
1745,ring,0,10590,call the taxi company and ask them to look for it,87,37
1746,ring,1,5956,explain the situation to your sister,98,37
1747,ring,2,11355,find something to stand in for the ring until it can be replaced,71,37
1748,ring,3,7778,offer to buy another ring,100,37
1749,ring,4,14037,report it to the insurance company,69,37
1750,ring,5,9582,nothing,0,37
1751,arizona,0,10834,move to another spot to try to find service,100,37
1752,arizona,1,9973,give her your water and leave to find help,91,37
1753,arizona,2,13058,try to build a fire to get attention,87,37
1754,arizona,3,4952,scream to attract attention,79,37
1755,arizona,5,17378,walk away,0,37
1756,bakery,0,7734,ask the employees about the missing money,94,37
1757,bakery,1,9156,put money from your own pocket into the register,91,37
1758,bakery,4,34644,pretend I miscounted,0,37
1759,bakery,5,4343,count again,59,37
1760,gas,0,10339,I could offer her a ride,35,145
1761,gas,2,15857,I could say I can drop her off somewhere halfway instead,59,145
1762,gas,3,4209,I can just say no,6,145
1763,gas,4,18160,I can offer to pay for her uber or taxi,17,145
1764,gas,5,10259,I can just ignore her request,0,145
1765,concert,0,13428,I could tell him to go back by himself to get it,42,145
1766,concert,1,6690,I could offer him my ticket instead,26,145
1767,concert,2,20479,I could go to the box office and see if there are any more tickets left for sale,89,145
1768,concert,3,5751,We could all go home instead,1,145
1769,concert,4,10378,We could sell our tickets instead of going,16,145
1770,concert,5,8407,We could sneak him in,22,145
1771,bakery,0,15445,You could add to the register with your own money,39,145
1772,bakery,1,9142,You could tell the manager what happened,49,145
1773,bakery,2,10586,You could tell the employees what happened,49,145
1774,bakery,3,8997,You can get insight with another co worker on what to do,68,145
1775,bakery,4,15412,You can blame it on someone else,3,145
1776,bakery,5,7838,You can lie about the tota,5,145
1777,arizona,1,11356,I try to get her arm out more forcefully,18,145
1778,arizona,2,23553,I climb down the mountain and call for help,100,145
1779,arizona,3,7526,I cut her arm off,0,145
1780,arizona,4,62013,I go to the nearest house or apartment near and ask for help,56,145
1781,arizona,5,9832,I run to a police station nearbt,66,145
1782,mother,0,3304,I take out a loan,37,145
1783,mother,1,14939,I look for a cheaper alternative from a retirement home,87,145
1784,mother,2,12664,I ask another family member to take him in,75,145
1785,mother,3,4382,I take him in anyway,15,145
1786,mother,4,21269,I pay someone to live with him ex. nurse,67,145
1787,mother,5,69636,I would ask a family member for help and advice,88,145
1788,class,0,8004,I could call my mom and ask her to bring it to me,100,145
1789,class,1,15241,I could explain my situation to the teacher and hope she understands/,55,145
1790,class,2,9790,I could quickly write up my assignment again,25,145
1791,class,3,9373,I could skip the class,0,145
1792,class,4,16292,I could just go to class and not get credit for it,0,145
1793,class,5,25758,I could have my mom call the teacher and explain what happened. ,64,145
1794,summer,0,5363,I could call the police,90,145
1795,summer,1,4135,I could call mall security,94,145
1796,summer,2,14658,I could wait outside the car for its owner and tell them how wrong this is,1,145
1797,summer,3,9797,I could break into the car and get the dog out,18,145
1798,summer,4,10718,I could call someone I know and ask for help,62,145
1799,summer,5,14898,I could go into the mall and announce the vehicle model and explain the situation,49,145
1800,ring,0,11751,I could contact the taxi guy and see if he still has it,100,145
1801,ring,1,9819,I could call the taxi company and ask for help,71,145
1802,ring,2,9198,I could be honest and tell them what happened,40,145
1803,ring,3,12629,I could buy another one at a jewlery store nearby,3,145
1804,ring,4,10905,I could skip the wedding,0,145
1805,ring,5,11341,I could tell them I had an emergency as an excuse,63,145
1806,medication,0,4213,I could take out a lona,24,145
1807,medication,1,7408,I could switch insurance companies,67,145
1808,medication,2,9150,I could ask a family member for money,18,145
1809,medication,3,9092,I could take on another job,26,145
1810,medication,4,18456,I could debate the situation with my insurance company,87,145
1811,medication,5,16209,I could ask a doctor if there is another alternative,76,145
1812,store,0,9438,I could leave him a message and explain your situation,81,145
1813,store,1,11674,You could call a co worker and ask if they can come in,92,145
1814,store,2,8618,You could just leave,7,145
1815,store,3,8624,You could stay and miss your court appointment,0,145
1816,store,4,13145,You can call and reschedule your court appointment,12,145
1817,store,5,25479,You could keep trying calling the owner until he arrives,24,145
1818,class,0,16106,Call my mom to bring homework to me,100,110
