,id,vignette_name,generation_number,generation_time,response,reflection_score
1430,93,Darya,2,18778,burn down the concert hall,0
1431,93,Darya,3,68065,tell him to do something else,8
1432,93,Darya,4,18836,end my friendship with him,0
1433,93,Darya,5,22311,tell him youll sleep with him so he feels better,0
1434,93,Brian,0,23425,blame a coworker,0
1435,93,Brian,1,5445,quit,3
1436,93,Brian,2,24406,ask a friend fake a robbery,0
1437,93,Brian,3,24950,steal more money and disappear,0
1438,93,Brian,4,4576,move to mexico,11
1439,93,Brian,5,24746,go rob a bank for the money,0
1440,93,Heinz,0,22383,leave his wife,0
1441,93,Heinz,1,8509,panhandle,2
1442,93,Heinz,2,7277,steal the money,0
1443,93,Heinz,3,12326,sell his house,27
1444,93,Heinz,4,17750,buy the medicine illegally,0
1445,93,Heinz,5,40462,pray that she gets better,76
1446,93,Eamon,0,25116,force the driver off the road,17
1447,93,Eamon,1,25311,try to find a cop,56
1448,93,Eamon,2,27880,take down his license plate and call cops later,73
1449,93,Eamon,3,60007,signal to other drivers so that they are aware of him,65
1450,93,Eamon,4,11194,go home,8
1451,93,Eamon,5,42438,drive to hit his bumpers so he pulls over,9
1452,93,Mary,0,20144,ask for an extension,63
1453,93,Mary,1,3774,quit school,0
1454,93,Mary,2,31502,pull the fire alarm,0
1455,93,Mary,3,7462,tell teacher her dog ate it,0
1456,93,Mary,4,19046,call in sick,21
1457,93,Mary,5,38447,fake a heart attack,0
1458,39,Brad,0,20156,discuss options as a group,100
1459,39,Brad,1,25240,find the safest place to stay,100
1460,39,Brad,2,22257,stay put while another goes to scope out the terrain,100
1461,39,Brad,3,17240,get a sense of direction by watching the sun,100
1462,39,Brad,4,25945,look for items to use to keep warm at night,100
1463,39,Brad,5,15444,give each person a job to do,100
1464,39,Darya,0,30723,go to the booth to see if there is any way they can prove he has a ticket,100
1465,39,Darya,1,9214,ask him what he would like to do,100
1466,39,Darya,2,26771,ask if he could have a friend bring the ticket to him which would be quicker than him returning home,100
1467,39,Darya,3,21514,ask to speak to the manager,99
1468,39,Darya,4,26881,get a cab to get him home quickly instead of walking or bus riding,100
1469,39,Darya,5,11819,go to get something to eat instead,39
1470,39,Heinz,0,24350,call the drug company to see if they have a patient assist program,100
1471,39,Heinz,1,16877,check with other pharmacies to get the cheapest price,100
1472,39,Heinz,2,23522,use good rx  as that would lower the price substantially,100
1473,39,Heinz,3,16137,ask the doctor for a different lower cost drug if possible,100
1474,39,Heinz,4,26543,research about this drug and why it costs so much,82
1475,39,Heinz,5,9850,research what others have done to obtain this drug,91
1476,39,Liz,0,11141,ask to use the phone at the facility to call the friend,100
1477,39,Liz,1,29927,ask the person at the desk to tell the friend that she had to leave,64
1478,39,Liz,2,35205,check her purse to see if she has the old card and ask for it to be honored for just this time so she can renew later,100
1479,39,Liz,3,23027,ask about rates if she were to want to renew,100
1480,39,Liz,4,15311,ask if she could have a free session to decide if she wants to renew,100
1481,39,Liz,5,21520,go have lunch,18
1482,39,Eunice,0,19538,mind her own business and do nothing,36
1483,39,Eunice,1,10818,make sure the teen sees her watching to see what they are doing,71
1484,39,Eunice,2,22305,get up and walk around the area so the teen gets distracted,67
1485,39,Eunice,3,24501,wave at the family from afar and point to their belongings,93
1486,39,Eunice,4,14342,point it out to a lifeguard,76
1487,39,Eunice,5,7569,leave the area,20
1488,39,Josh,0,32899,flag someone down to get his car out of the intersection,90
1489,39,Josh,1,17342,call the police because he is stuck in the intersection,100
1490,39,Josh,2,18810,call the airline to see what would happen if he misses the plane,81
1491,39,Josh,3,17389,call his travel agent if he used one so he can get booked on a later flight,100
1492,39,Josh,4,36433,wait patiently for help to arrive after calling for help,98
1493,39,Josh,5,17454,put flares behind his car so people know he is stuck or raise the hood,92
1494,39,Brian,0,22490,try to find out what happened,100
1495,39,Brian,1,32569,get more baked good out in the cases in order to sell more,91
1496,39,Brian,2,18272,charge more for the items he does sell,14
1497,39,Brian,3,28322,tell the manager some items were unintentionally ruined and could not be sold,38
1498,39,Brian,4,78507,ask each customer if they would like an additional item in order to sell more that way there would be less discrepancy as there would be less percentage lost,72
1499,39,Brian,5,9141,worry ,22
1500,39,Mary,0,28754,make an excuse to the teacher,55
1501,39,Mary,1,16815,ask a friend to help her redo the assignment quickly,62
1502,39,Mary,2,10672,ask for an extension from the teacher,85
1503,39,Mary,3,14104,act like she is sick and go home,89
1504,39,Mary,4,25200,run home and get it ,96
1505,39,Mary,5,18657,apologize to the teacher,89
1506,39,Eamon,0,15810,follow at a safe distance,100
1507,39,Eamon,1,48331,try to see what is happening making the driver do this maybe there is a bee in the car ,55
1508,39,Eamon,2,17184,not pass judgement that the driver is drunk,66
1509,39,Eamon,3,10912,flag down a police officer if unable to call,100
1510,39,Eamon,4,38482,yell at the driver when passing them,10
1511,39,Eamon,5,12193,wait to see what they are going to do,56
1512,57,Eunice,0,27811,help the teen find what they are looking for,0
1513,57,Eunice,1,14567,wave at the teen,65
1514,57,Eunice,2,9951,ask the life guard for help,79
1515,57,Eunice,3,11715,pretend to be asleep,18
1516,57,Eunice,4,6505,go swimming,6
1517,57,Eunice,5,34355,throw sand at the teen,28
1518,57,Liz,0,11731,go back to work,8
1519,57,Liz,1,5818,retrieve phone from office,65
1520,57,Liz,2,16039,pass the message along with someone who is going inside,77
1521,57,Liz,3,7730,tell an employee,90
1522,57,Liz,4,46019,sit in the gyms lobby,16
1523,57,Liz,5,27648,go eat lunch,0
1524,57,Brad,0,9749,try to signal for help,100
1525,57,Brad,1,9810,go back the way they came,38
1526,57,Brad,2,5518,look for a clearing in the woods,71
1527,57,Brad,3,5038,chop down a tree,8
1528,57,Brad,4,5570,look for a cave,76
1529,57,Brad,5,7563,yell and make noise,86
1530,57,Mary,0,14994,steal someone elses homework,0
1531,57,Mary,1,8559,fake a sickness,8
1532,57,Mary,2,5264,hide in the bathroom,7
1533,57,Mary,3,8224,bribe her teacher,0
1534,57,Mary,4,10195,call her dad,6
1535,57,Mary,5,3153,cry,32
1536,57,Brian,0,11144,go home early,0
1537,57,Brian,1,7631,ask a coworker to do the job tonight,26
1538,57,Brian,2,7480,ask customers for donations,0
1539,57,Brian,3,8907,quit their job,17
1540,57,Brian,4,21534,report less sales than were actually made,0
1541,57,Brian,5,26583,stay all night figuring out where the missing money went,36
1542,57,Eamon,0,11523,go home a different way,91
1543,57,Eamon,1,9577,stop and wait for them to get far ahead,96
1544,57,Eamon,2,14476,run into the car,0
1545,57,Eamon,3,8424,drive in the middle of the road too,0
1546,57,Eamon,4,16969,video tape it,32
1547,57,Eamon,5,11759,flash lights at the driver,100
1548,57,Heinz,0,8908,steal the money,0
1549,57,Heinz,1,2537,steal the medication,0
1550,57,Heinz,2,4867,buy the medication on the black market,0
1551,57,Heinz,3,21420,ask hospital for help,100
1552,57,Heinz,4,4701,ask medicine manufacturer for help,100
1553,57,Heinz,5,6245,sell possessions,84
1554,57,Josh,0,12980,fix the car himself,19
1555,57,Josh,1,8051,trade cars with someone else,5
1556,57,Josh,2,4677,steal someone elses car,0
1557,57,Josh,3,18062,call an uberlift,100
1558,57,Josh,4,13013,call airline to delay flight,29
1559,57,Josh,5,20629,report a bomb threat so the airport shuts down and everyone misses their flight,0
1560,57,Darya,0,16096,try to use same ticket twice,0
1561,57,Darya,1,15285,swap halfway through concert so both see part of it,35
1562,57,Darya,2,13198,live stream the concert so he could watch too,37
1563,57,Darya,3,5674,ask employee for help,100
1564,57,Darya,4,13310,call ticket seller to see if they can send a new ticket electronically,79
1565,57,Darya,5,10426,show ticket receipt to employee,90
1566,7,Eunice,0,111558,talk to pool supervisors,84
1567,7,Eunice,1,9958,watch unclosely,14
1568,7,Eunice,2,6694,continue swimming,27
1569,7,Eunice,3,3382,go eat,23
1570,7,Eunice,4,4647,sunbathe,11
1571,7,Eunice,5,6238,leave the premises,66
1572,7,Josh,0,13887,refund his ticket,68
1573,7,Josh,1,10318,accept his fate ,14
1574,7,Josh,2,102914,call his significant other,83
1575,7,Josh,3,10020,call the airline,93
1576,7,Josh,4,5010,go on social media,10
1577,7,Josh,5,2171,complain,13
1578,7,Liz,0,7534,try to convince front desk,88
1579,7,Liz,1,6815,go home,15
1580,7,Liz,2,2959,go eat,13
1581,7,Liz,3,9670,listen to music,61
1582,7,Liz,4,4158,play the piano,1
1583,7,Liz,5,2519,play games,8
1584,7,Heinz,0,4919,steal money,24
1585,7,Heinz,1,3238,rob a bank,6
1586,7,Heinz,2,8895,donate organs,66
1587,7,Heinz,3,7278,become a stripper for money,13
1588,7,Heinz,4,5567,sell belongings,64
1589,7,Heinz,5,6791,seek help from other families,82
1590,7,Brad,0,13094,signal for rescue,83
1591,7,Brad,1,3703,ration,89
1592,7,Brad,2,27854,kill himself,5
1593,7,Brad,3,5903,go on his phone,30
1594,7,Brad,4,3422,meet a bear,13
1595,7,Brad,5,3606,starve to death,10
1596,7,Eamon,0,7766,drive home,23
1597,7,Eamon,1,7471,drink more alcohol,12
1598,7,Eamon,2,18798,call his family,83
1599,7,Eamon,3,4383,call his friends,75
1600,7,Eamon,4,3446,call an uber,63
1601,7,Eamon,5,6343,wait for public transportation,71
1602,7,Brian,0,8207,go home,11
1603,7,Brian,1,8887,kill his manager,4
1604,7,Brian,2,7438,steal more money,0
1605,7,Brian,3,4599,frame someone,9
1606,7,Brian,4,5151,rob a bank to get more money,0
1607,7,Brian,5,3391,quit his job,6
1608,7,Mary,0,8751,tell an excuse,15
1609,7,Mary,1,8807,pretend to be sick,1
1610,7,Mary,2,9646,go eat,10
1611,7,Mary,3,3407,go to sleep,6
1612,7,Mary,4,1991,go home,12
1613,7,Mary,5,6183,go and hang out with friends,13
1614,7,Darya,0,7366,ask for leeway,15
1615,7,Darya,1,4854,go do something else,11
1616,7,Darya,2,5983,eat grapes,4
1617,7,Darya,3,2143,eat nachoes,12
1618,7,Darya,4,2302,go drinking,2
1619,7,Darya,5,3374,go to the club,7
1620,101,Josh,0,30820,call an uber,75
1621,101,Josh,1,25024,get out of the road and hitchhike,15
1622,101,Josh,2,21213,attempt to fix the car,33
1623,101,Josh,3,23856,push the car aside,77
1624,101,Josh,4,39632,ask for help from nearby people,61
1625,101,Josh,5,34488,i ran out of options,0
1626,101,Eunice,0,13282,take photos,100
1627,101,Eunice,1,58693,bring the act to the attention of others nearby,94
1628,101,Eunice,2,32364,record the situation on her phone,94
1629,101,Eunice,3,35891,make a lot of noise,65
1630,101,Eunice,4,16468,draw attn to the scene,98
1631,101,Eunice,5,8596,no more ideas,1
1632,101,Eamon,0,27806,watch the driver,78
1633,101,Eamon,1,6584,follow the driver,64
1634,101,Eamon,2,27953,take photos of the lic plate,100
1635,101,Eamon,3,8768,take photos of the car,99
1636,101,Eamon,4,35852,no more ideas,2
1637,101,Eamon,5,6377,no more ideas,1
1638,101,Brian,0,29463,take photos of the receipts,84
1639,101,Brian,1,4433,call the police,100
1640,101,Brian,2,15586,rdouble check the numbers,84
1641,101,Brian,3,35660,examine the register to see if there are issues with the electronics,83
1642,101,Brian,4,15474,no more ideas,2
1643,101,Brian,5,8125,no more ideas,1
1644,101,Heinz,0,15277,gofundme site,84
1645,101,Heinz,1,15323,sell belongings,67
1646,101,Heinz,2,27251,sell house,64
1647,101,Heinz,3,6246,sell assets,99
1648,101,Heinz,4,16184,cash in investments,100
1649,101,Heinz,5,11564,sell stock,98
1650,101,Darya,0,17550,return to home anyway for ticket,100
1651,101,Darya,1,18435,no clue,0
1652,101,Darya,2,6032,no more ideas,1
1653,101,Darya,3,5459,ran out of options,0
1654,101,Darya,4,9697,i have no more suggestions,0
1655,101,Darya,5,3894,nothing,1
1656,101,Brad,0,29806,no clue,1
1657,101,Brad,1,4345,no clue,1
1658,101,Brad,2,4941,no clue,2
1659,101,Brad,3,4933,no clue,1
1660,101,Brad,4,5253,no clue,2
1661,101,Brad,5,6045,no clue,2
1662,101,Liz,0,53006,no clue,1
1663,101,Liz,1,4555,no clue,2
1664,101,Liz,2,4725,no clue,2
1665,101,Liz,3,7565,no clue,3
1666,101,Liz,4,5205,no clue,2
1667,101,Liz,5,5093,no clue,0
1668,101,Mary,0,10748,na,1
1669,101,Mary,1,3305,na,0
1670,101,Mary,2,3341,na,1
1671,101,Mary,3,3689,na,1
1672,101,Mary,4,3689,na,0
1673,101,Mary,5,4453,na,0
1674,25,Brian,0,38455,recount the money to make sure it is missing,100
1675,25,Brian,1,58795,look at security cameras,100
1676,25,Brian,2,44239,steal the money from someone to replace it,0
1677,25,Brian,3,12506,make a report,51
1678,25,Brian,4,6676,cry,0
1679,25,Brian,5,12800,quit his job,0
1680,25,Eamon,0,19493,call police,100
1681,25,Eamon,1,12932,get a look at the driver,87
1682,25,Eamon,2,14397,hit the car with his car,0
1683,25,Eamon,3,14496,ram the car off the road,0
1684,25,Eamon,4,24702,flag somebody down,72
1685,25,Eamon,5,9009,scream at them,0
1686,25,Mary,0,22187,pretend she is sick,0
1687,25,Mary,1,10556,go home,0
1688,25,Mary,2,9998,steal someones work,0
1689,25,Mary,3,13468,get sad,0
1690,25,Mary,4,16094,go home and get it,79
1691,25,Mary,5,18347,lie about it,0
1692,25,Darya,0,27322,send somebody else for the ticket,66
1693,25,Darya,1,12209,yell at him,0
1694,25,Darya,2,13825,hit him,0
1695,25,Darya,3,14982,steal a ticket,0
1696,25,Darya,4,7668,call him names,0
1697,25,Darya,5,12459,go somewhere else,94
1698,25,Brad,0,33123,leave his friends,0
1699,25,Brad,1,20559,build a shelter,59
1700,25,Brad,2,10357,cry,0
1701,25,Brad,3,14690,kill an animal,0
1702,25,Brad,4,9220,play a game,0
1703,25,Brad,5,14657,try to figure out where they are,100
1704,25,Liz,0,31510,go get her phone,88
1705,25,Liz,1,7918,go back to work,73
1706,25,Liz,2,4632,be sad,0
1707,25,Liz,3,8527,steal a phone,0
1708,25,Liz,4,13301,wait at her car,87
1709,25,Liz,5,11363,beg the gym to let her in,55
1710,25,Josh,0,15440,scream ,0
1711,25,Josh,1,6666,cry,0
1712,25,Josh,2,9685,steal a car,0
1713,25,Josh,3,29632,call an uber,100
1714,25,Josh,4,10673,call police,20
1715,25,Josh,5,8320,make a sign,0
1716,25,Eunice,0,19125,push him down,0
1717,25,Eunice,1,14843,help him steal,0
1718,25,Eunice,2,11352,leave ,0
1719,25,Eunice,3,6577,dance,0
1720,25,Eunice,4,6287,make a scene,0
1721,25,Eunice,5,17130,call him names,0
1722,25,Heinz,0,14104,get sicker,0
1723,25,Heinz,1,5779,cry,0
1724,25,Heinz,2,7431,steal money,0
1725,25,Heinz,3,4805,rob a bank,0
1726,25,Heinz,4,12673,steal the medicine,0
1727,25,Heinz,5,22125,beg the treatment people to help,68
1728,8,Eamon,0,15206,keep driving,26
1729,8,Eamon,1,9225,yell at the driver,3
1730,8,Eamon,2,7182,flash his brights at the driver,57
1731,8,Eamon,3,4380,turn around,30
1732,8,Eamon,4,3796,call his mom,0
1733,8,Eamon,5,5468,flip the guy off,0
1734,8,Liz,0,13143,wave to her friend from outside,75
1735,8,Liz,1,5074,ask someone to relay a message,58
1736,8,Liz,2,7588,break down and cry,0
1737,8,Liz,3,6542,workout in the lobby,15
1738,8,Liz,4,8665,pee on the front desk ,1
1739,8,Liz,5,6543,ask for a day pass,58
1740,8,Eunice,0,15686,attack the teen,0
1741,8,Eunice,1,11780,throw sand at the teen,0
1742,8,Eunice,2,4914,take a photo of the teen,57
1743,8,Eunice,3,4374,secure her own things,59
1744,8,Eunice,4,6208,break down and cry,0
1745,8,Eunice,5,8580,walk away,59
1746,8,Darya,0,17084,go home,19
1747,8,Darya,1,5969,rip up her ticket,0
1748,8,Darya,2,6185,break down and cry,0
1749,8,Darya,3,12892,ticket,0
1750,8,Darya,4,2629,idk,0
1751,8,Darya,5,10787,listen from the outside,52
1752,8,Brad,0,22335,make friends with the forest creatures,0
1753,8,Brad,1,6571,break down and cry,0
1754,8,Brad,2,2769,say a prayer,56
1755,8,Brad,3,7883,ignore the issue,33
1756,8,Brad,4,5940,drink his own pee,20
1757,8,Brad,5,4651,lay down and die,0
1758,8,Josh,0,7141,call the police,52
1759,8,Josh,1,5867,say a prayer,50
1760,8,Josh,2,23618,find a horse to ride,35
1761,8,Josh,3,6814,crawl to the aiport,0
1762,8,Josh,4,11237,get a different flight out,76
1763,8,Josh,5,9422,go to a different location for trip,53
1764,8,Mary,0,12055,hate her mom forever,0
1765,8,Mary,1,5836,break down and cry,2
1766,8,Mary,2,5050,burn down the school,0
1767,8,Mary,3,7696,drop out of school,0
1768,8,Mary,4,5127,leave her family,0
1769,8,Mary,5,12875,do homework during class,64
1770,8,Brian,0,9850,burn down the place,0
1771,8,Brian,1,6255,break down and cry,0
1772,8,Brian,2,5472,investigate the missing money,31
1773,8,Brian,3,7702,call the police abt a robbery,0
1774,8,Brian,4,11058,ask a customer to cover the loss,39
1775,8,Brian,5,9161,never go back to work,0
1776,8,Heinz,0,12232,rob a bank,0
1777,8,Heinz,1,3871,break down and cry,0
1778,8,Heinz,2,7218,panhandle outside of the mall,21
1779,8,Heinz,3,6872,do surveys for extra money,9
1780,8,Heinz,4,17064,sell kidneys,0
1781,8,Heinz,5,5220,sell house,0
1782,15,Darya,0,39299,call someone else to bring his ticket ,100
1783,15,Darya,1,10366,hang out outside the concert,58
1784,15,Darya,2,36999,steal someone elses ticket,0
1785,15,Darya,3,80032,try to brainstorm,67
1786,15,Darya,4,2074,cry,50
1787,15,Darya,5,16992,smoke a cigarrette,44
1788,15,Liz,0,24473,go back to her office to get her phone,57
1789,15,Liz,1,20323,call someone to let them borrow their membership,50
1790,15,Liz,2,5199,go to another gym,48
1791,15,Liz,3,7368,ask for a one day free passpromotion,100
1792,15,Liz,4,5417,look for a free promo online,100
1793,15,Liz,5,28145,go somewhere familiar to call her friend,89
1794,15,Heinz,0,17407,start selling things to make the money,100
1795,15,Heinz,1,5403,look for a second opinion,97
1796,15,Heinz,2,9119,look for a cheaper option for the treatment,100
1797,15,Heinz,3,14913,look for an alternative treatment until they can afford the other one,63
1798,15,Heinz,4,19972,panhandle,53
1799,15,Heinz,5,25802,get a credit card and go into debt,43
1800,15,Josh,0,62781,walk to a gas station,64
1801,15,Josh,1,3837,ask for some money,63
1802,15,Josh,2,12295,try to change his flight,75
1803,15,Josh,3,8558,try to fix his car,63
1804,15,Josh,4,14913,get an uber,85
1805,15,Josh,5,43322,smoke a cigarette,8
1806,15,Brad,0,20721,make a map,71
1807,15,Brad,1,20463,go as high as they can get and signal for help,94
1808,15,Brad,2,7460,huddle together,86
1809,15,Brad,3,6566,cry,50
1810,15,Brad,4,6782,brainstorm,100
1811,15,Brad,5,1616,panic,21
1812,15,Eunice,0,26032,yell thats my stuff,100
1813,15,Eunice,1,15268,get someone else to stop the teen,54
1814,15,Eunice,2,24030,cause a scene to alarm the kid,100
1815,15,Eunice,3,14707,cry,48
1816,15,Eunice,4,2177,panic,38
1817,15,Eunice,5,3098,brainstorm,57
1818,15,Mary,0,25363,fake sick,46
1819,15,Mary,1,17476,ask teacher for an extension,100
1820,15,Mary,2,7315,make up a lie that sounds more likely,47
1821,15,Mary,3,6489,cry,66
1822,15,Mary,4,4895,panic,61
1823,15,Mary,5,32933,steal someone elses homework,5
1824,15,Eamon,0,27211,hit the driver,46
1825,15,Eamon,1,18982,copy down their license plate number,48
1826,15,Eamon,2,13312,cry,3
1827,15,Eamon,3,1695,panic,2
1828,15,Eamon,4,51054,smoke a cigarette,0
1829,15,Eamon,5,16407,call highway patrol,50
1830,15,Brian,0,29786,look at any security cameras,71
1831,15,Brian,1,7907,think back about what happened,89
1832,15,Brian,2,19753,ask family or friends to bring money in ,29
1833,15,Brian,3,25387,put some money in and leave the rest missing,29
1834,15,Brian,4,38678,panic,50
1835,15,Brian,5,6720,brainstorm,91
1836,50,Eunice,0,70282,leave the beach,19
1837,50,Eunice,1,14827,go swimming,42
1838,50,Eunice,2,22790,dont know,49
1839,50,Eunice,3,7892,i dont have any other ideas,49
1840,50,Eunice,4,6221,na,50
1841,50,Eunice,5,3008,na,50
1842,50,Eamon,0,18670,follow the car,81
1843,50,Eamon,1,25113,turn around,28
1844,50,Eamon,2,46916,i dont know,50
1845,50,Eamon,3,3028,na,50
1846,50,Eamon,4,3537,na,49
1847,50,Eamon,5,2774,na,50
1848,50,Liz,0,20968,go back to the office and get her phone,89
1849,50,Liz,1,32145,go get some lunch,0
1850,50,Liz,2,53201,go back to work,9
1851,50,Liz,3,3106,na,50
1852,50,Liz,4,2907,na,50
1853,50,Liz,5,2783,na,49
1854,50,Mary,0,31380,get upset and cry,0
1855,50,Mary,1,35992,i cannot think of anything else,49
1856,50,Mary,2,2513,na,50
1857,50,Mary,3,3242,na,50
1858,50,Mary,4,2416,na,49
1859,50,Mary,5,2584,na,51
1860,50,Josh,0,33946,call rideshare ie uber lyft etc,74
1861,50,Josh,1,24213,try to rebook another flight,65
1862,50,Josh,2,23695,i cant think of anything else,51
1863,50,Josh,3,2263,na,49
1864,50,Josh,4,2731,na,49
1865,50,Josh,5,3085,na,51
1866,50,Brian,0,48578,i cant think of anything else he could do,50
1867,50,Brian,1,2696,na,50
1868,50,Brian,2,2095,na,50
1869,50,Brian,3,2207,na,50
1870,50,Brian,4,2014,na,50
1871,50,Brian,5,2152,na,50
1872,50,Brad,0,45019,make a fire for signal for rescue crew,100
1873,50,Brad,1,44526,i cant think of anything else,49
1874,50,Brad,2,4000,na,51
1875,50,Brad,3,1972,na,50
1876,50,Brad,4,2080,na,50
1877,50,Brad,5,2358,na,51
1878,50,Heinz,0,17608,steal the medication,0
1879,50,Heinz,1,23064,i cant think of anything else,49
1880,50,Heinz,2,3705,na,50
1881,50,Heinz,3,1966,na,51
1882,50,Heinz,4,2032,na,51
1883,50,Heinz,5,2148,na,51
1884,50,Darya,0,24177,stay out in the parking lot with him and listen to the concert outside,56
1885,50,Darya,1,17827,i cant think of anything else,49
1886,50,Darya,2,2237,na,50
1887,50,Darya,3,1829,na,49
1888,50,Darya,4,1917,na,50
1889,50,Darya,5,2042,na,51
1890,90,Brad,0,25994,climb a tree to see if he can see a road ,60
1891,90,Brad,1,14484,climb a tree to see for a road,78
1892,90,Brad,2,12108,make noise and scream for help,54
1893,90,Brad,3,8914,look for any sign of life,59
1894,90,Brad,4,12203,mark his trail so he doesnt go in circles ,100
1895,90,Brad,5,6292,start a forrest fire ,33
1896,90,Liz,0,18948,go shopping around the gym,71
1897,90,Liz,1,8940,ask if there is a tanning bed and pay,64
1898,90,Liz,2,8940,go get some coffee,89
1899,90,Liz,3,8044,talk to the desk person to kill time,60
1900,90,Liz,4,9820,look at her phone on tiktok,35
1901,90,Liz,5,10196,go in the bathroom and freshen up,63
1902,90,Mary,0,15732,go to the library and try and re do it,60
1903,90,Mary,1,13076,see if theres a copy online ,40
1904,90,Mary,2,17972,ask the teacher if she can have one extra day,82
1905,90,Mary,3,8468,fail the assignment ,33
1906,90,Mary,4,3651,cry,44
1907,90,Mary,5,15804,think about getting another folder ,57
1908,90,Eunice,0,19644,ask people around her who is that,75
1909,90,Eunice,1,9770,walk up and say that stuff is hers,100
1910,90,Eunice,2,6116,do nothing ,41
1911,90,Eunice,3,8932,play music loud so they see her looking ,74
1912,90,Eunice,4,4012,make a noise,55
1913,90,Eunice,5,3443,cry,40
1914,90,Eamon,0,13837,drive faster to see,54
1915,90,Eamon,1,19876,drive careful in case the car wrecks,87
1916,90,Eamon,2,6372,stop the car ,55
1917,90,Eamon,3,5364,flash his lights ,57
1918,90,Eamon,4,2820,cry,43
1919,90,Eamon,5,4948,get scared ,43
1920,90,Josh,0,12349,send a mass text that he needs a ride,100
1921,90,Josh,1,21275,get out of his car and see if he can fix it,61
1922,90,Josh,2,4724,look under hood,69
1923,90,Josh,3,9396,look for emergency car kit,70
1924,90,Josh,4,3004,panic,39
1925,90,Josh,5,2812,cry,37
1926,90,Heinz,0,21628,borrow medicine ,67
1927,90,Heinz,1,7299,ask for payments option,72
1928,90,Heinz,2,3340,cry,37
1929,90,Heinz,3,2796,panic,35
1930,90,Heinz,4,4204,get mad,31
1931,90,Heinz,5,12940,look for other ways to get better naturally ,76
1932,90,Darya,0,15101,just see if anyone is selling tickets at the concert ,74
1933,90,Darya,1,6339,hop the fence,34
1934,90,Darya,2,2916,get mad,30
1935,90,Darya,3,13924,let her go in and wait outside,53
1936,90,Darya,4,5756,ask for deal,54
1937,90,Darya,5,4228,cry,35
1938,90,Brian,0,16621,walk out of job,44
1939,90,Brian,1,6836,start looking for another job,59
1940,90,Brian,2,4748,look for cameras ,100
1941,90,Brian,3,12932,ask co workers who rang that day,57
1942,90,Brian,4,4812,blame customers ,30
1943,90,Brian,5,6740,carefully re count ,66
1944,45,Heinz,0,22842,i cant think of anything else ,51
1945,45,Heinz,1,30340,asking about possible payment plan,53
1946,45,Heinz,2,45601,no other option,50
1947,45,Heinz,3,4533,no other option,50
1948,45,Heinz,4,3513,no other option,50
1949,45,Heinz,5,4681,cant think any other option,50
1950,45,Eamon,0,32369,stop and avoid driver,81
1951,45,Eamon,1,29429,do not go near that car,75
1952,45,Eamon,2,5209,no other option,50
1953,45,Eamon,3,3453,no other option,50
1954,45,Eamon,4,3289,no other option,50
1955,45,Eamon,5,3069,no other option,50
1956,45,Brad,0,72785,use compass if possible ,76
1957,45,Brad,1,82965,cant think of anything else,50
1958,45,Brad,2,6961,cant think of anything else,50
1959,45,Brad,3,3973,no other option,50
1960,45,Brad,4,1890,no other option,50
1961,45,Brad,5,4461,no other option,50
1962,45,Josh,0,61867,call a taxi,100
1963,45,Josh,1,12245,call roadside assistance,56
1964,45,Josh,2,3804,call for help ,54
1965,45,Josh,3,11469,cancel the trip,86
1966,45,Josh,4,7743,call airline to reschedule if possible,86
1967,45,Josh,5,5043,no other option,50
1968,45,Eunice,0,9554,no other option,50
1969,45,Eunice,1,1991,no other option,50
1970,45,Eunice,2,4582,no other option,50
1971,45,Eunice,3,2034,no other option,50
1972,45,Eunice,4,5653,no other option,50
1973,45,Eunice,5,2005,no other option,50
1974,45,Mary,0,22526,i cant think anything else,50
1975,45,Mary,1,2125,no option,50
1976,45,Mary,2,2422,no other option,50
1977,45,Mary,3,3268,no other option,50
1978,45,Mary,4,7437,no other option,50
1979,45,Mary,5,5190,no other option,50
1980,45,Darya,0,35298,ask someone in daryas house to see send a picture of ticket and ask ticket office for help,50
1981,45,Darya,1,15613,no other option,50
1982,45,Darya,2,1741,no option,50
1983,45,Darya,3,18652,i cant think of any other option,50
1984,45,Darya,4,1601,i cant think of any other option,50
1985,45,Darya,5,763,i cant think of any other option,50
1986,45,Liz,0,50145,cancel racquetball and have lunch together with friend  ,70
1987,45,Liz,1,28789,i cant think of any other option,50
1988,45,Liz,2,1285,i cant think of any other option,50
1989,45,Liz,3,677,i cant think of any other option,50
1990,45,Liz,4,549,i cant think of any other option,50
1991,45,Liz,5,649,i cant think of any other option,50
1992,45,Brian,0,25141,check surveilance camera if available ,50
1993,45,Brian,1,13389,check transaction record when batch,100
1994,45,Brian,2,22113,i cant think of any other option,50
1995,45,Brian,3,757,i cant think of any other option,50
1996,45,Brian,4,669,i cant think of any other option,50
1997,45,Brian,5,685,i cant think of any other option,50
1998,97,Josh,0,73451,josh could either call uber or lyft or he could use the time to reevaluate his decision to go on a hunting safari because its not animal or earthfriendly,100
1999,97,Josh,1,38604,josh could call the airline and see if there is an alternate flight,100
2000,97,Josh,2,67756,as he sits and waits for roadside assistance josh could play games on his cell phone,43
2001,97,Josh,3,57731,josh could stand on the side of the road with a sign that reads need a ride to the airport asap,5
2002,97,Josh,4,28195,josh could skip this trip and reschedule,75
2003,97,Josh,5,23272,josh could post his dilemma on social media and see if anyone steps up to help him out,74
2004,97,Eamon,0,98441,take a photo of the car and tag in case of a missing person and vehicle matching that description,55
